,ListingId,借款金额,借款期限,借款利率,借款成功日期,初始评级,借款类型,是否首标,年龄,性别,手机认证,户口认证,视频认证,学历认证,征信认证,淘宝认证,历史成功借款次数,历史成功借款金额,总待还本金,历史正常还款期数,历史逾期还款期数,我的投资金额,当前到期期数,当前还款期数,已还本金,已还利息,待还本金,待还利息,标当前逾期天数,标当前状态,上次还款日期,上次还款本金,上次还款利息,下次计划还款日期,下次计划还款本金,下次计划还款利息,recorddate
281575,2298805,3600,12,12.0,2015/4/28,AA,普通,否,44,男,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,2.0,9160.0,5129.75,9,0,200,12,12,200.0,13.12,0.0,0.0,0,已还清,2016/4/28,17.66,0.1,,,,2016/11/30
157075,10012610,4171,6,18.0,2016/3/23,B,普通,否,27,男,成功认证,成功认证,成功认证,成功认证,未成功认证,未成功认证,7.0,57940.0,13828.97,23,0,50,6,6,50.0,2.62,0.0,0.0,0,已还清,2016/9/22,8.68,0.09,,,,2016/9/30
129350,19517347,2512,6,18.0,2016/9/16,B,APP闪电,否,28,男,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,1.0,4000.0,3387.2,2,0,50,0,0,0.0,0.0,50.0,2.65,0,正常还款中,,,,2016/10/16,8.02,0.75,2016/9/30
152102,15308331,2708,12,20.0,2016/7/10,C,普通,否,32,女,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,2.0,11100.0,5791.76,11,1,50,2,2,7.66,1.6,42.34,3.97,0,正常还款中,2016/9/10,3.87,0.76,2016/10/10,3.92,0.71,2016/9/30
229152,24419823,7358,12,20.0,2016/11/10,C,其他,否,31,女,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,1.0,6000.0,2659.79,7,0,58,0,1,4.4,0.97,53.6,5.5,0,正常还款中,2016/11/29,4.4,0.97,2017/1/10,4.48,0.89,2016/11/30
143464,16838339,4900,11,18.0,2016/8/6,B,普通,否,22,女,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,1.0,4000.0,3087.29,3,0,50,2,2,8.49,1.43,0.0,0.0,0,正常还款中,2016/9/20,4.28,0.68,,,,2016/10/31
56968,20677341,5176,6,18.0,2016/9/24,B,APP闪电,否,29,女,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,2.0,5977.0,2523.3,6,0,50,2,2,16.17,1.38,33.83,1.27,0,正常还款中,2016/11/19,8.15,0.63,2016/12/24,8.27,0.5,2016/11/30
148362,9571180,3000,12,12.0,2016/3/12,AA,APP闪电,是,25,男,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,300,7,7,170.62,15.93,129.38,3.87,0,正常还款中,2016/10/2,25.11,1.54,2016/11/12,25.36,1.29,2016/10/31
44715,11447527,4541,6,18.0,2016/4/26,B,其他,否,28,男,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,3.0,17649.0,14458.42,6,0,52,6,6,52.0,2.72,0.0,0.0,0,已还清,2016/10/21,9.03,0.09,,,,2016/12/31
147783,14459768,4509,12,22.0,2016/6/24,C,普通,否,30,男,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,3.0,10812.0,4990.8,20,1,50,3,3,50.0,2.5,0.0,0.0,0,已还清,2016/9/22,42.41,0.74,,,,2016/9/30
176614,15096075,2014,12,18.0,2016/7/5,B,APP闪电,否,39,女,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,5.0,14600.0,8101.0,15,0,50,2,2,7.72,1.44,42.28,3.56,0,正常还款中,2016/9/4,3.89,0.69,2016/10/5,3.95,0.64,2016/9/30
7615,10779028,1250,12,12.0,2016/4/10,AA,APP闪电,是,24,男,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,200,8,8,130.62,11.46,69.38,1.66,0,正常还款中,2016/12/14,16.9,0.86,2017/1/10,0.0,0.0,2016/12/31
112069,18216413,5092,6,20.0,2016/8/22,B,其他,否,28,女,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,2.0,10379.0,5407.13,9,0,55,3,3,26.81,2.31,28.19,0.94,0,正常还款中,2016/11/23,9.08,0.63,2016/12/22,9.24,0.47,2016/11/30
287022,3641221,3000,12,11.5,2015/8/14,AA,普通,是,37,男,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,300,12,12,300.0,18.96,0.0,0.0,0,已还清,2016/8/15,26.4,0.18,,,,2016/9/30
191592,1794400,3100,12,12.0,2015/2/11,AA,普通,否,31,男,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,1.0,3000.0,1544.78,6,0,500,12,12,500.0,33.04,0.0,0.0,0,已还清,2015/11/10,44.04,0.38,,,,2016/10/31
33200,15093164,4000,6,18.0,2016/7/5,B,APP闪电,是,30,女,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,50,5,5,41.35,2.53,8.65,0.12,0,正常还款中,2016/12/23,8.52,0.26,2017/1/5,8.65,0.12,2016/12/31
259254,12471092,576,12,16.0,2016/5/18,A,APP闪电,否,25,男,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,6.0,7730.0,6013.03,12,1,50,6,6,24.0,3.21,26.0,1.22,0,正常还款中,2016/11/19,4.13,0.4,2016/12/18,4.19,0.35,2016/11/30
160730,2266207,3000,6,12.0,2015/4/27,AA,普通,是,29,男,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,300,6,6,300.0,10.56,0.0,0.0,0,已还清,2015/8/29,51.27,0.49,,,,2016/10/31
111751,9377182,1150,12,12.0,2016/3/8,AA,APP闪电,是,27,男,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,500,7,5,500.0,17.6,0.0,0.0,0,已还清,2016/6/1,339.95,0.0,,,,2016/10/31
29667,13963294,9600,12,20.0,2016/6/20,C,普通,否,28,女,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,2.0,9547.0,5709.82,9,1,50,8,8,32.22,4.83,17.78,0.75,0,正常还款中,2017/2/20,4.27,0.36,2017/3/20,4.33,0.3,2017/2/28
139161,15327589,4500,6,20.0,2016/7/8,B,其他,否,24,女,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,1.0,4000.0,4000.0,0,0,50,2,2,16.11,1.54,33.89,1.41,0,正常还款中,2016/8/7,8.12,0.71,2016/10/8,8.27,0.55,2016/9/30
222562,26504546,3500,12,22.0,2016/12/2,C,其他,否,26,男,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,2.0,3993.0,0.0,9,0,50,2,3,11.49,2.54,38.51,3.61,0,正常还款中,2017/2/22,3.9,0.78,2017/4/2,3.98,0.7,2017/2/28
241405,21031358,3000,12,22.0,2016/9/29,C,普通,否,38,女,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,1.0,2000.0,0.0,4,0,55,2,0,0.0,0.0,55.0,6.77,33,逾期中,,,,2016/10/29,4.13,1.01,2016/11/30
115138,17272271,6100,6,18.0,2016/8/8,B,APP闪电,否,27,男,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,3.0,13700.0,0.0,24,0,50,1,2,16.17,1.38,33.83,1.27,0,正常还款中,2016/9/2,8.15,0.63,2016/11/8,8.27,0.5,2016/9/30
135642,13746287,577,6,20.0,2016/6/11,B,APP闪电,否,28,男,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,2.0,2316.0,1522.18,15,0,50,6,6,50.0,2.95,0.0,0.0,0,已还清,2016/8/19,8.69,0.14,,,,2017/2/28
270734,14570810,2600,12,20.0,2016/6/26,E,APP闪电,否,34,男,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,1.0,355.0,0.0,3,0,51,5,1,3.87,0.85,47.13,4.84,97,逾期中,2016/7/30,3.87,0.85,2016/8/26,3.94,0.78,2016/11/30
59136,8328640,8000,6,18.0,2016/2/3,B,普通,否,35,女,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,7.0,40060.0,1037.57,28,0,50,6,3,50.0,1.58,0.0,0.0,0,已还清,2016/4/16,33.84,0.2,,,,2016/12/31
195271,18152114,2229,12,22.0,2016/8/21,C,其他,否,38,男,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,1.0,4200.0,3270.91,3,0,55,2,2,8.35,1.94,46.65,4.83,0,正常还款中,2016/10/22,4.22,0.93,2016/11/21,4.29,0.86,2016/10/31
233705,18868924,3093,11,18.0,2016/8/31,B,普通,否,25,女,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,5.0,15000.0,6907.04,29,3,50,3,4,17.24,2.61,32.76,2.0,0,正常还款中,2016/11/8,4.41,0.55,2017/1/31,4.47,0.5,2016/11/30
64127,15264668,7500,9,22.0,2016/7/14,D,普通,是,32,男,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,51,7,7,38.93,4.46,12.07,0.32,0,正常还款中,2017/2/13,5.87,0.33,2017/3/14,5.98,0.21,2017/2/28
15481,20838057,4500,12,22.0,2016/9/27,D,普通,是,34,女,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,51,5,5,19.9,3.96,31.1,2.31,0,正常还款中,2017/2/27,4.12,0.65,2017/3/27,4.21,0.56,2017/2/28
186642,12793891,4258,10,20.0,2016/5/27,C,普通,否,25,女,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,1.0,4200.0,3241.62,3,0,50,5,5,23.96,3.38,26.04,1.31,0,正常还款中,2016/10/16,4.95,0.52,2016/11/27,5.04,0.43,2016/10/31
39499,2353644,3200,10,12.0,2015/5/6,AA,普通,否,25,男,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,2.0,6323.0,3661.44,6,0,50,10,3,50.0,0.93,0.0,0.0,0,已还清,2015/7/5,40.41,0.0,,,,2016/12/31
52303,8789228,7500,12,20.0,2016/2/23,C,普通,是,32,男,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,50,10,10,40.91,5.39,9.09,0.17,0,正常还款中,2016/12/21,4.4,0.23,2017/1/23,4.48,0.15,2016/12/31
281512,10918733,1000,12,12.0,2016/4/13,AA,APP闪电,是,43,男,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,200,6,6,96.98,9.58,103.02,3.54,0,正常还款中,2016/10/14,16.57,1.19,2016/11/13,16.74,1.02,2016/10/31
97143,20470877,3129,12,18.0,2016/9/21,B,APP闪电,否,29,女,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,2.0,4660.0,3670.83,4,0,50,3,3,11.67,2.08,38.33,2.92,0,正常还款中,2016/12/18,3.95,0.64,2017/1/21,4.01,0.57,2016/12/31
274354,16323089,2722,12,22.0,2016/7/24,C,普通,否,42,女,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,4.0,16240.0,6277.58,19,4,50,2,2,7.59,1.76,42.41,4.39,0,正常还款中,2016/9/25,3.83,0.85,2016/10/24,3.9,0.78,2016/9/30
201906,14063781,1203,12,18.0,2016/6/21,B,APP闪电,否,31,男,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,3.0,10180.0,6296.07,19,0,50,4,4,15.68,2.65,34.32,2.35,0,正常还款中,2016/10/28,4.01,0.57,2016/11/21,4.07,0.51,2016/10/31
15780,11614999,2260,12,22.0,2016/4/29,C,普通,否,26,女,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,3.0,8500.0,5450.93,6,0,52,10,10,52.0,5.87,0.0,0.0,0,已还清,2017/1/21,14.13,0.0,,,,2017/2/28
131162,20367696,4782,6,18.0,2016/9/20,B,APP闪电,否,28,女,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,1.0,3000.0,2017.37,2,0,50,3,4,32.83,2.27,17.17,0.38,0,正常还款中,2016/12/13,8.39,0.39,2017/2/20,8.52,0.26,2016/12/31
26286,28096882,4000,12,22.0,2016/12/19,D,其他,否,22,男,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,1.0,3500.0,0.0,12,0,58,2,4,17.94,3.77,40.06,3.37,0,正常还款中,2017/1/24,4.61,0.82,2017/5/19,4.7,0.73,2017/2/28
262543,15721209,5484,6,18.0,2016/7/15,B,其他,否,33,女,成功认证,未成功认证,未成功认证,成功认证,成功认证,未成功认证,5.0,20049.0,7015.07,16,2,50,4,4,32.83,2.27,17.17,0.38,0,正常还款中,2016/11/17,8.39,0.39,2016/12/15,8.52,0.26,2016/11/30
101540,24165934,10000,12,20.0,2016/11/7,C,普通,否,23,男,成功认证,未成功认证,成功认证,成功认证,未成功认证,未成功认证,6.0,21336.0,10240.64,27,0,58,3,3,13.43,2.68,44.57,3.79,0,正常还款中,2017/2/7,4.55,0.82,2017/3/7,4.64,0.74,2017/2/28
99116,25443877,7340,11,20.0,2016/11/21,C,其他,否,26,男,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,2.0,8342.0,2659.79,13,0,58,1,1,4.84,0.97,53.16,4.98,0,正常还款中,2016/12/25,4.84,0.97,2017/1/21,4.93,0.88,2016/12/31
226793,21937147,3000,12,18.0,2016/10/12,B,其他,否,38,男,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,2.0,11356.0,6491.86,10,0,55,1,1,4.21,0.83,50.79,4.67,0,正常还款中,2016/11/12,4.21,0.83,2016/12/12,4.28,0.76,2016/11/30
80001,12236830,6738,12,18.0,2016/5/13,B,APP闪电,否,32,男,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,2.0,3742.0,1461.71,8,0,50,9,9,36.6,4.62,13.4,0.34,0,正常还款中,2017/2/12,4.31,0.27,2017/3/13,4.38,0.2,2017/2/28
177420,8880654,2890,12,18.0,2016/2/23,B,APP闪电,否,28,男,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,3.0,3460.0,1833.34,4,0,50,8,9,36.6,4.62,13.4,0.34,0,正常还款中,2016/10/25,4.31,0.27,2016/12/23,4.38,0.2,2016/10/31
31014,13071616,582,12,18.0,2016/5/29,B,APP闪电,否,20,男,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,4.0,4583.0,3667.4,10,0,50,7,7,28.07,4.01,21.93,0.98,0,正常还款中,2016/12/29,4.19,0.4,2017/1/29,4.25,0.33,2016/12/31
187550,13917164,4488,18,13.0,2016/6/13,AA,其他,是,20,男,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,300,4,4,61.73,12.0,238.27,19.8,0,正常还款中,2016/10/14,15.69,2.74,2016/11/13,0.0,0.0,2016/10/31
267919,23438877,5500,12,18.0,2016/10/30,B,APP闪电,否,29,男,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,1.0,4500.0,0.0,3,0,58,1,12,58.0,5.8,0.0,0.0,0,已还清,2016/11/19,5.24,0.07,,,,2016/11/30
114076,8884278,3500,12,20.0,2016/2/23,C,APP闪电,是,27,男,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,50,10,12,50.0,5.56,0.0,0.0,0,已还清,2016/4/24,4.61,0.02,,,,2016/12/31
163607,3624341,3500,12,11.5,2015/8/15,AA,普通,是,24,男,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,300,12,12,300.0,18.96,0.0,0.0,0,已还清,2016/6/22,26.39,0.19,,,,2016/12/31
133819,8320340,3100,12,22.0,2016/2/2,C,其他,否,34,男,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,2.0,8400.0,4900.0,6,0,50,9,9,36.43,5.6,13.57,0.44,0,正常还款中,2016/10/25,4.35,0.32,2016/12/2,4.43,0.24,2016/11/30
168472,14321551,1400,12,18.0,2016/6/22,B,APP闪电,否,25,男,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,3.0,10761.0,6511.49,6,0,50,3,3,11.67,2.08,38.33,2.92,0,正常还款中,2016/9/19,3.95,0.64,2016/10/22,4.01,0.57,2016/9/30
114904,16422626,2946,6,20.0,2016/7/26,B,普通,否,37,女,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,3.0,12617.0,6054.32,10,2,60,2,2,19.34,1.84,40.66,1.7,0,正常还款中,2016/9/27,9.75,0.84,2016/10/26,9.91,0.68,2016/9/30
84760,12659594,1316,12,16.0,2016/5/24,A,APP闪电,否,24,男,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,1.0,2000.0,1683.04,2,0,50,9,9,36.74,4.08,13.26,0.35,0,正常还款中,2017/2/24,4.3,0.23,2017/3/24,4.36,0.18,2017/2/28
269735,23775978,4630,12,22.0,2016/11/2,D,其他,否,26,男,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,3.0,15036.0,7369.21,11,1,58,0,0,0.0,0.0,58.0,7.14,0,正常还款中,,,,2016/12/2,4.36,1.06,2016/11/30
223614,19316235,3500,12,22.0,2016/9/6,C,普通,否,44,男,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,1.0,4500.0,2785.41,4,1,55,3,2,55.0,1.37,0.0,0.0,0,已还清,2016/10/18,50.87,0.36,,,,2016/12/31
40003,25864530,9000,12,18.0,2016/11/26,B,APP闪电,是,29,女,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,50,3,3,11.67,2.08,38.33,2.92,0,正常还款中,2017/2/26,3.95,0.64,2017/3/26,4.01,0.57,2017/2/28
271294,12283219,1000,6,18.0,2016/5/14,B,APP闪电,否,33,男,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,2.0,1710.0,647.75,9,0,50,4,5,41.32,2.53,8.68,0.09,0,正常还款中,2016/9/20,8.51,0.26,2016/11/14,8.68,0.09,2016/9/30
24959,2206633,4256,18,14.0,2015/4/16,A,其他,是,19,男,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,200,18,18,200.0,22.84,0.0,0.0,0,已还清,2016/10/16,12.35,0.03,,,,2016/12/31
248016,7244912,4933,12,20.0,2016/1/6,C,普通,否,26,男,成功认证,未成功认证,成功认证,未成功认证,未成功认证,未成功认证,4.0,25960.0,13066.85,21,0,50,10,1,50.0,0.52,0.0,0.0,0,已还清,2016/1/26,50.0,0.52,,,,2016/11/30
258401,18333675,3440,12,22.0,2016/8/23,C,普通,否,38,女,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,1.0,5000.0,3059.96,3,2,55,3,3,12.64,2.8,42.36,3.97,0,正常还款中,2016/11/24,4.29,0.86,2016/12/23,4.37,0.78,2016/11/30
102595,10011056,4000,12,16.0,2016/3/26,A,APP闪电,否,23,男,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,2.0,4350.0,3672.15,4,0,50,11,11,45.47,4.36,4.53,0.0,0,正常还款中,2017/2/10,4.41,0.12,2017/3/26,4.53,0.0,2017/2/28
12332,23489428,8500,12,22.0,2016/10/30,D,APP闪电,是,25,女,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,51,2,2,7.74,1.8,43.26,4.47,0,正常还款中,2016/12/27,3.91,0.86,2017/1/30,3.98,0.79,2016/12/31
96840,23739364,3621,12,20.0,2016/11/2,C,其他,否,25,男,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,1.0,5000.0,2878.35,4,0,35,1,1,2.65,0.59,32.35,3.31,0,正常还款中,2016/12/2,2.65,0.59,2017/1/2,2.71,0.53,2016/12/31
175167,10622986,1467,10,16.0,2016/4/7,A,普通,否,23,女,成功认证,未成功认证,成功认证,未成功认证,未成功认证,未成功认证,4.0,9940.0,2532.23,23,0,50,6,6,29.17,3.05,20.83,0.65,0,正常还款中,2016/10/7,5.02,0.35,2016/11/7,5.09,0.28,2016/10/31
79665,11683246,4650,12,20.0,2016/5/1,C,其他,否,31,男,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,3.0,17000.0,10767.39,12,0,52,9,10,42.57,5.53,9.43,0.19,0,正常还款中,2017/2/16,4.58,0.23,2017/4/1,4.66,0.15,2017/2/28
201702,22080936,3140,12,20.0,2016/10/14,C,其他,否,24,女,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,3.0,14535.0,8859.93,12,0,58,0,0,0.0,0.0,58.0,6.47,0,正常还款中,,,,2016/11/14,4.4,0.97,2016/10/31
135594,3652117,3000,6,10.5,2015/8/16,AA,普通,是,39,男,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,100,6,6,100.0,3.08,0.0,0.0,0,已还清,2016/2/16,17.06,0.12,,,,2017/2/28
2288,28377687,2688,6,20.0,2016/12/21,C,普通,否,33,男,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,1.0,5600.0,4312.3,3,0,58,0,0,0.0,0.0,58.0,3.42,0,正常还款中,,,,2017/1/21,9.27,0.96,2016/12/31
145521,17947544,2399,12,22.0,2016/8/18,C,普通,否,27,男,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,6.0,25664.0,7012.76,27,6,55,1,1,4.13,1.01,50.87,5.76,0,正常还款中,2016/9/18,4.13,1.01,2016/10/18,4.22,0.93,2016/9/30
227727,25221318,9700,9,20.0,2016/11/19,C,普通,是,31,男,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,58,0,0,0.0,0.0,58.0,4.93,0,正常还款中,,,,2016/12/19,6.02,0.97,2016/11/30
214455,25751980,4628,12,22.0,2016/11/24,C,普通,否,30,男,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,1.0,4500.0,2372.5,6,0,55,0,0,0.0,0.0,55.0,6.77,0,正常还款中,,,,2016/12/24,4.13,1.01,2016/11/30
157609,3860362,2300,10,10.5,2015/8/28,AA,其他,否,26,男,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,1.0,3000.0,878.58,5,0,300,10,10,300.0,14.6,0.0,0.0,0,已还清,2016/6/27,31.23,0.23,,,,2016/11/30
208593,18926348,8000,12,22.0,2016/9/1,D,普通,是,31,男,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,51,1,1,3.83,0.94,47.17,5.33,0,正常还款中,2016/9/29,3.83,0.94,2016/11/1,3.91,0.86,2016/10/31
31956,28740910,2900,12,18.0,2016/12/26,B,APP闪电,否,30,女,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,5.0,14708.0,9299.43,21,0,50,2,2,7.72,1.44,42.28,3.56,0,正常还款中,2017/2/17,3.89,0.69,2017/3/26,3.95,0.64,2017/2/28
271717,8427686,8829,12,22.0,2016/2/4,C,普通,否,39,男,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,4.0,18673.0,0.0,19,0,50,8,5,19.5,3.85,30.5,2.19,89,逾期中,2016/7/21,4.04,0.63,2016/8/4,4.12,0.55,2016/10/31
90340,12701109,2999,12,22.0,2016/5/22,C,普通,否,32,女,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,6.0,27916.0,8376.11,16,5,50,9,8,32.1,5.33,17.9,0.82,7,逾期中,2017/1/25,4.27,0.41,2017/2/22,4.35,0.33,2017/2/28
